uprn,class_code,x,y
10023453385,CX07,623026.31,341510.85
100071540501,CX03,343307.00,282585.00
235027233,CX01,497365.88,371536.56
10070361998,CX01,258000.00,359878.00
10070355766,CX02,273125.00,317847.00
100121234501,CX02,395367.00,221562.00
32012430,CX02,395949.00,285724.00
100062568369,CX01,592040.55,120516.03
100071468432,CX01PT,406405.74,284018.04
10002216040,CX01,449472.06,340753.36
10009830408,CX02,439888.21,350081.95
10013133328,CX02,361532.00,328328.00
10070107207,CX01,429939.00,360326.00
100091460042,CX02,610745.00,231909.00
10012357109,CX01,340166.75,405511.16
200004251975,CX01,480175.00,354215.00
90157903,CX01,396787.00,283201.00
100062585334,CX02,558204.00,141851.00
25009808,CX01,480958.00,241050.00
10023953334,CX03,195756.33,215736.49
10023955452,CX05,180812.82,205925.03
100121239195,CX02,415972.00,201508.00
100032141392,CX03,458765.00,237582.00
100051986045,CX02,477896.00,404119.00
100022981141,CX01,536859.00,189716.00
10024348575,CX01,518805.48,176899.14
60027140,CX03,524266.87,105243.88
100062556358,CX03,559446.00,121866.00
200003758765,CX02,295469.00,197275.00
10004932874,CX01,579171.00,183264.00
10024653289,CX05,425146.35,619695.86
100051048318,CX01,433920.78,390992.87
100121310898,CX03,439988.00,187770.00
200003156972,CX03,297286.00,145497.00
10095464442,CX01,392102.09,173565.86
200002636334,CX02,370916.00,237708.00
100012836159,CX,394521.00,394678.00
10003292808,CX02,191699.00,75187.00
100091633114,CX05,592700.74,184098.12
10032988172,CX01,281717.00,78583.00
10032789391,CX01,434194.36,406553.05
47072179,CX02,434944.56,570316.03
192001321,CX07,91105.00,9374.00
100012546999,CX02,373511.00,432363.00
100032231902,CX03,453705.89,298050.83
38074251,CX01,340196.00,384605.00
192002666,CX03,92801.23,15728.96
200003280548,CX02,510449.00,223705.00
10093759127,CX01,353469.00,429062.00
100071493692,CX02,433035.00,279469.00
10023876874,CX05,499198.00,500867.00
100091530135,CX02,579668.00,323515.00
10091096522,CX01,507587.77,175838.09
200002979784,CX02,416233.00,536588.00
10024340794,CX02,295371.00,348836.00
100081228947,CX02,432975.00,178655.00
100081253655,CX,517099.00,249253.00
100110737531,CX02,325449.00,548678.00
10013179274,CX01,196024.62,205518.41
100032241140,CX01,446309.00,342691.00
10007119702,CX01,388687.00,299972.00
10007464024,CX02,436071.26,113596.96
10023464892,CX02,652493.00,305507.00
200004264692,CX02,562426.45,221960.62
10023361830,CX,392848.82,411844.17
217047143,CX02,527143.60,178062.70
10023363080,CX01,385733.89,410836.97
3455149280,CX03,386537.10,347613.90
100091443270,CX01,546045.00,210605.00
100041046733,CX03,417332.46,93159.08
10003910361,CX04,240561.96,51369.49
100071523952,CX02,367763.00,276080.00
200003844828,CX01,445398.64,340455.58
200003857667,CX03,524835.00,210869.00
100091613525,CX02,605068.00,295323.00
100041051744,CX04,293098.63,56557.59
200003771301,CX02,308482.00,194923.00
10070363343,CX05,250304.33,338132.08
10070363218,CX03,249461.00,362814.00
100012789491,CX02,387026.00,386584.00
452072273,CX02,374256.00,319259.00
10023053366,CX01,387552.00,398556.00
200000951125,CX01,324741.21,214530.60
11085530,CX08,527760.89,409991.67
42073956,CX05,323496.25,390682.09
200002702120,CX02,503105.00,101957.00
100012831005,CX03,390715.00,373558.00
3040094914,CX01,458148.02,335931.04
10013427486,CX01,440375.71,351435.56
10007262274,CX01,489962.64,334556.44
10091615497,CX07,263480.69,187167.41
200002635071,CX01,351309.00,240074.00
10024325127,CX05,244691.00,200262.00
47214994,CX03,424231.22,572733.75
100101024625,CX02,272055.00,204268.00
100121318020,CX02,431411.00,226677.00
100012754979,CX01,351888.00,426394.00
100012834729,CX05,331160.00,429859.00
10023465130,CX02,652589.00,306813.00
10023954070,CX04,185055.55,221693.35
100041062493,CX01,245669.15,55333.70
100062615612,CX02,527376.00,142389.00
10008241435,CX03,533392.00,182857.00
10091624389,CX01,538292.78,245142.29
95512091,CX08,532949.19,181279.43
10010246200,CX01,542752.03,178087.58
100081252218,CX02,514544.78,238984.15
200001581494,CX02,402046.00,349478.00
63136994,CX02,442284.75,419928.59
100041123454,CX02,363907.40,117069.96
10002147009,CX03,328016.00,187036.00
10013811731,CX01,500174.00,375580.00
10003532868,CX02,348826.00,446123.00
100091555108,CX01,592404.62,329671.28
100091555232,CX03,593145.00,330357.00
10093109054,CX02,530678.00,186428.00
10013071097,CX08,452198.14,374118.77
10013636381,CX02,430267.98,108210.47
10009162989,CX03,221015.72,216780.95
10013626964,CX05,170059.00,12053.00
23063331,CX03,389672.00,414091.00
10013354752,CX01,511787.68,104385.07
5055890,CX03,530060.00,182327.00
72696067,CX01,430027.00,433265.00
100081187911,CX03,494683.00,190519.00
100041064926,CX01,252689.90,56321.76
10023048990,CX02,384712.37,397787.81
200003182872,CX03,258468.00,372814.00
10013185104,CX02,426623.69,265733.39
10093072648,CX03,524893.86,210876.76
10022781893,CX01,350201.35,257813.64
45165985,CX01,438894.88,556942.59
200003146989,CX02,429934.00,319816.00
217089548,CX,527474.00,179061.00
100052169349,CX03,460955.00,453625.00
200002709192,CX03,502351.00,102514.00
6070881,CX01,537200.00,182830.00
10002826075,CX04,534739.00,427454.00
10034520190,CX05,455592.99,527541.07
10012065952,CX03,510833.00,165131.00
200004298555,CX01,307444.90,343532.02
10011953492,CX01,382666.38,86653.43
10013481970,CX,329322.28,193802.76
10000860123,CX03,499051.08,233443.80
100091586984,CX01,574495.00,193327.00
10014554326,CX02,416117.31,535192.28
10012936174,CX,361556.00,207841.00
100091489055,CX03,603390.49,259167.93
310069735,CX03,469980.00,173873.00
100062239406,CX01,502071.00,106838.00
10023202919,CX04,592097.51,175063.31
100091628577,CX01,568388.00,220762.00
200003096989,CX01,397956.00,310049.00
10011717900,CX01,362727.00,365889.00
10033040118,CX01,356458.00,425780.00
200003170994,CX01,258055.00,372163.00
10012225281,CX04,418296.80,91663.96
10013136261,CX02,342894.00,322634.00
10091471585,CX01,295748.24,92244.60
200003713307,CX01,577545.08,153025.71
100023583939,CX02,537562.00,186780.00
200001803799,CX01,409293.00,283629.00
100091485408,CX03,629206.00,233459.00
10070356775,CX06,285347.00,319371.00
10095544058,CX02,598736.35,263916.38
10090653622,CX01,362833.98,202844.35
10090078914,CX01,524685.12,407559.62
10090921231,CX02,390621.25,414182.03
100071402865,CX01,345558.00,293715.00
100062570096,CX03,574663.00,116169.00
10013184815,CX01,434114.19,268176.70
200004166851,CX01,545687.00,258252.00
100032235246,CX03,452143.03,319770.06
72669509,CX03,429926.00,430881.00
200000121984,CX03,347798.07,310394.79
100023155683,CX02,533401.12,186592.75
100032288197,CX01,453852.00,345209.00
11010778,CX03,530042.00,409125.00
10002924532,CX01,408440.00,109182.00
100023234446,CX02,538131.00,175010.00
100110765583,CX01,392917.00,563998.00
11078848,CX02,526548.00,404120.00
100121292031,CX03,458691.00,221811.00
100052014971,CX02,518852.00,430155.00
100051967700,CX01,492496.00,418678.00
10033346245,CX03,329016.94,214409.55
10013273834,CX03,389000.00,108487.00
200001847710,CX02,363320.00,203144.00
10023955022,CX04,215231.66,248590.37
100071467365,CX01,408769.00,257340.00
100071510588,CX03,429061.62,266034.45
200001305509,CX02,386173.00,158218.00
100023166317,CX01,533809.00,189771.00
40071652,CX,340556.00,398525.00
200003177111,CX01,237245.00,335063.00
100081185388,CX01,496659.00,198256.00
200001205731,CX02,530697.00,160865.00
100041122704,CX02,347632.65,101449.52
10023450032,CX08,633576.57,334416.46
100062282537,CX03,638460.00,165343.00
100091473417,CX02,597113.35,234332.07
100091504755,CX01,585857.75,263888.23
100091388162,CX01,567188.00,245624.00
100062538606,CX02,443904.20,119647.20
10014519203,CX02,337096.35,372282.33
200002900772,CX01,445363.00,112822.00
34038802,CX01,523019.00,180080.00
200004365691,CX01,623896.48,308393.86
6714663,CX02,535011.00,180899.00
100041038176,CX02,248769.00,137096.00
100071552034,CX02,399898.40,301743.78
100101038812,CX03,291115.00,183903.00
192000240,CX,89310.00,15480.00
10034819971,CX04,621978.78,342531.07
10013851927,CX04,225430.04,379166.60
200001391155,CX01,455517.00,341803.00
100032257116,CX02,433137.35,335479.73
10013050990,CX01,295748.24,92244.60
25104870,CX02,489018.00,251739.00
128048736,CX01,518616.03,166817.40
5300024566,CX03,531756.00,184917.00
10090549452,CX01,531980.00,182333.00
100041057047,CX04,401029.23,90818.70
100081174660,CX01,489593.00,201110.00
10023048622,CX02,384927.00,392802.00
10090947514,CX02,417312.44,284377.16
10094050160,CX06,290538.80,183925.48
100091614015,CX01,581634.00,309240.00
10070108148,CX02,428718.00,354260.00
10024109787,CX03,412194.82,311419.36
10003601358,CX02,410039.00,473554.00
100012657850,CX01,338280.58,412523.17
10010745102,CX01,403576.00,394189.00
10090261307,CX02,306591.05,262423.34
6038800,CX02,535133.06,182792.28
200003719219,CX02,583744.00,144109.00
200002946194,CX01,302596.82,378327.68
10095384290,CX02,500185.11,375581.22
10033050914,CX02,353215.94,427796.18
2630128040,CX02,636273.00,298620.00
10008909336,CX04,264916.00,44856.00
200003324958,CX03,404981.91,300997.38
200002957697,CX04,262851.00,187510.00
200003175439,CX01,292374.00,335805.00
100071483447,CX01,412057.00,296699.00
10070630421,CX02,531048.71,119026.61
10070340568,CX05,227773.00,340764.00
1710044623,CX01,479205.00,134176.00
10033100548,CX02,542678.30,218639.90
42129799,CX07,325267.62,391294.74
100100919245,CX02,299946.60,174456.87
100071402304,CX01,436036.60,282202.58
100012804483,CX01,360510.00,397956.00
63198562,CX01,430481.97,423964.44
100023021050,CX02,535729.06,185111.32
10013176560,CX04,172345.00,225182.00
10013241651,CX01,350063.00,426257.00
10013186565,CX02,554101.34,191177.63
10013186567,CX02,554101.34,191177.63
10013052992,CX01,441900.00,549399.00
10006550147,CX,499941.98,364994.45
10091134415,CX04,448449.15,106670.66
10007622281,CX01,385533.00,388547.00
200002955538,CX01,275611.00,197472.00
64107070,CX02,302391.97,166144.89
10013171321,CX01,211563.00,214918.00
100062276077,CX01,544602.00,101305.00
100041024166,CX03,225578.13,53112.26
64011056,CX02,317527.70,170946.27
24065102,CX02,346764.00,176655.00
100023399860,CX02,510292.60,174713.00
10002985447,CX02,289950.00,66037.00
200001870663,CX03,612388.08,246232.74
100012619670,CX01,332126.00,429053.00
100041134663,CX01,234329.85,104047.11
100012551088,CX02,379202.00,417556.00
23109091,CX03,385511.00,410444.00
100062276450,CX01,551105.00,168792.00
100101025021,CX01,278991.10,209998.81
201256,CX01,358918.00,173263.00
38042930,CX02,334089.00,393414.00
100062285248,CX05,637740.00,153595.00
310038477,CX03,470908.00,173694.00
100041192898,CX02,275707.00,85773.00
10033098398,CX01,536014.33,229376.74
100091510350,CX02,518685.00,299090.00
100062255540,CX02,564814.00,104903.00
37000103,CX05,455709.00,101237.00
200000571555,CX02,447465.19,385255.95
38095809,CX03,338540.00,396688.00
10090481568,CX01,620720.00,308486.41
23103972,CX01,389424.00,413277.00
10014029943,CX01,424743.02,189495.94
100091555974,CX01,591891.00,343445.00
10014281698,CX03,384012.04,204309.82
100052216415,CX01,434494.48,388350.24
100101036574,CX02,213258.00,200504.00
192001485,CX02,90866.00,10667.00
4210013778,CX03,378169.41,406898.10
200004249128,CX02,459053.43,356468.67
100071495645,CX01,436556.83,291829.58
40024124,CX01,344440.00,390848.00
10094134618,CX02,440570.63,351255.01
72671677,CX03,440753.00,448208.00
100091594463,CX01,587994.00,186346.00
10091017474,CX02,411688.10,97697.53
100032121000,CX02,500325.00,324589.00
592495,CX03,371341.00,182573.00
100052175024,CX03,442624.49,482040.34
10070541095,CX02,352281.00,529049.00
10014487541,CX04,432107.00,581352.00
100081181095,CX02,492556.13,211648.76
100051965890,CX02,489341.00,411069.00
100022923162,CX03,549723.00,175735.00
200000811958,CX02,483051.00,190863.00
100032241941,CX02,448858.00,333267.00
10023254668,CX01,428383.00,453692.00
10034628810,CX02,533095.20,212624.20
10070939965,CX03,558640.80,110044.51
10070523908,CX06,352037.00,529511.00
100012828697,CX01,379353.00,433768.00
100110794261,CX02,449912.00,521225.00
100100962810,CX01,244302.00,392867.00
100032231477,CX02,454972.80,300885.92
10022992670,CX01,421441.00,562675.00
10090247931,CX01,404397.26,287584.00
49069950,CX01,241847.84,240679.63
200004637496,CX01,572004.00,207285.00
100032235250,CX02,452123.84,319819.81
200001069279,CX01,436083.18,113518.43
40012110,CX01,346308.00,392851.00
100023337572,CX01,529431.00,179333.00
200002953774,CX01,329415.00,195220.00
100041027823,CX03,199068.00,72146.00
200003123986,CX01,374962.00,199251.00
10009001908,CX03,538816.00,182128.00
10023692436,CX04,406572.52,89713.04
100091635357,CX,617376.00,262965.00
34030467,CX01,523449.00,178398.00
10070358140,CX02,261143.00,295969.00
100101029899,CX02,232085.00,373542.00
10007621630,CX,388079.00,388821.00
10033364541,CX01,329276.91,213405.28
10070348161,CX02,258209.00,331487.00
100032003619,CX03,424232.00,323422.00
100121293544,CX02,458019.00,222555.00
42113419,CX03,326720.38,382021.74
10010674698,CX01,435736.00,336882.00
10090935066,CX05,336912.00,474228.00
10010494418,CX01,630534.77,318226.03
10013178456,CX02,218233.04,233700.91
10023726934,CX01,370707.00,355641.00
100023528813,CX01,538238.00,165937.00
50106473,CX05,624104.00,136627.00
43062667,CX01,323950.00,190304.00
100091541440,CX03,623425.00,308417.00
10013186566,CX02,554101.34,191177.63
100091448509,CX02,555173.00,202805.00
10013129389,CX01,354567.00,341479.00
100023527004,CX03,536802.00,169521.00
202077011,CX01,520545.00,188347.00
766037302,CX02,474360.00,216878.00
10091096521,CX02,509271.04,176328.49
10093328426,CX03,413167.27,291246.94
10002473868,CX03,487729.00,107312.00
49017122,CX02,257610.00,247927.00
39096098,CX01,352026.00,397723.00
10023463088,CX01,652305.00,307796.00
100022887957,CX01,540528.00,169476.00
100052108794,CX03,451676.00,391998.00
100041039225,CX01,271209.99,126149.20
100041039227,CX02,271392.00,126024.00
100041038996,CX05,272512.00,149338.00
100091610021,CX02,527280.00,297237.00
10002145358,CX02,187215.00,206769.00
10008819676,CX02,325471.00,548702.00
10024627835,CX02,368012.66,427513.65
200002960616,CX01,213715.00,205028.00
11080069,CX01,525185.03,409717.75
10013592762,CX01,338144.91,438226.82
100032242571,CX03,438544.00,370359.00
100110806585,CX03,370461.10,564079.46
100052158082,CX02,479174.00,471594.00
200061405,CX01,527181.41,189629.29
100032261030,CX01,549698.00,359137.00
100062645494,CX02,451405.07,113253.89
200001326855,CX01,392450.00,323195.00
100023473290,CX01,529082.00,180819.00
10033098461,CX02,536408.41,229198.84
100091555235,CX02,592452.00,329672.00
100091558505,CX02,621540.50,342129.81
10000022517,CX03,560257.27,302820.45
100091637227,CX03,584632.76,263638.46
32148758,CX01,402302.00,288424.00
42077018,CX01,332720.79,388986.51
100012547485,CX01,374242.00,441958.00
100101035286,CX02,316416.76,210576.95
10002228881,CX02,647283.56,263292.35
200002524949,CX04,478232.19,518951.17
83132411,CX02,422874.00,410491.00
24052139,CX02,343407.00,165237.00
11056040,CX02,530221.00,409056.00
10004955171,CX03,601081.00,212751.00
10094111736,CX08,381229.77,431683.37
10002481191,CX01,486015.00,104189.00
100121323853,CX01,419107.00,168869.00
50002019486,CX02,544400.00,145896.00
100041032031,CX01,250542.45,119377.23
10012901180,CX04,489942.10,511193.99
10090571735,CX02,230134.86,340371.08
100110795672,CX02,450643.00,523447.00
22169862,CX02,531189.00,105442.00
100081155236,CX02,513516.00,213890.00
100062515759,CX03,447463.00,111437.00
143950,CX02,358134.00,169985.00
72334371,CX01,440491.00,447787.00
10070081918,CX02,417302.00,381482.00
100081153963,CX02,510682.00,212555.00
10024422071,CX03,537559.00,190990.00
10095356651,CX04,236579.70,210465.44
22089561,CX03,532726.00,105206.00
100012801518,CX01,375121.00,378505.00
200003866198,CX05,582845.46,109470.83
100062419218,CX02,491720.00,100091.00
100052021904,CX02,520265.00,446981.00
100062476797,CX01,517581.46,131215.41
200004278112,CX01,416326.00,552220.00
100121282453,CX01,389638.00,263208.90
10014516353,CX,371518.00,374166.00
63182006,CX02,438578.18,422645.53
100091634268,CX02,571159.99,274834.20
200003838367,CX02,423417.00,553142.00
10000907562,CX06,305697.33,504292.80
10033248840,CX02,549603.00,100250.00
10070370689,CX05,245067.00,356065.00
10094123854,CX,473821.48,144151.30
10070436375,CX01,373891.00,283835.00
250002283,CX02,347867.00,136732.00
200001902920,CX03,357472.00,425110.00
200004680863,CX01,454384.00,204265.00
10009231205,CX01,458369.00,298716.00
10001172674,CX01,430852.00,286187.00
10007044360,CX01,498859.00,148003.00
42113215,CX02,326968.00,381758.00
100062480447,CX02,519128.38,119201.23
39100191,CX02,351295.00,394816.00
10090397643,CX03,332117.89,350278.26
200003713853,CX01,577461.00,153042.00
100062639574,CX02,414368.69,114184.19
10007257968,CX01,483576.00,344345.00
100071414390,CX03,406892.19,287843.68
10091542018,CX02,384900.54,182637.88
100062520449,CX02,449242.00,130133.00
100121231379,CX01,393380.04,221695.60
100041071026,CX03,322323.00,125097.00
10034882213,CX03,636748.12,152198.36
10090483912,CX02,622041.41,313115.17
10034884192,CX03,630190.00,144334.80
100062325605,CX03,481094.00,154200.00
10009939443,CX01,494985.00,426866.00
10002656601,CX03,573652.00,107820.00
100041223617,CX01,300428.00,81175.00
100012675513,CX03,381537.44,396082.50
100041023999,CX01,225170.61,64844.29
10023212194,CX02,444354.42,401368.38
10013754045,CX01,248083.00,74035.00
83128249,CX01,421641.00,423833.00
200004391987,CX01,601187.00,142114.00
10013636973,CX05,442996.19,104675.24
200003244368,CX02,196806.00,202886.00
32112782,CX03,400474.00,291856.00
10007447199,CX02,420749.84,103211.29
100041043963,CX02,312494.00,88998.00
10090376577,CX04,400909.44,90769.88
10094111735,CX08,381254.61,431755.78
63145921,CX01,433033.45,421005.75
100071489526,CX03,415371.00,280516.00
100091498430,CX01,591263.00,300763.00
100081242889,CX01,484220.00,164155.00
10010774456,CX06,405339.44,388102.36
10033346396,CX01,353237.00,193721.00
100041030275,CX01,181668.41,61766.11
10091072907,CX01,453764.64,319187.66
100051982477,CX01,455317.00,404838.00
10007314404,CX02,381730.00,215169.00
64002233,CX01,306938.00,167467.00
100091625662,CX04,600048.00,213049.00
100032042905,CX02,447891.38,319504.18
10011953563,CX05,396774.71,77226.97
10007645198,CX01,371201.17,365969.88
42139583,CX01,331790.00,388492.00
4510725957,CX03,427922.00,566398.00
10013623046,CX02,166439.66,28529.29
200004468276,CX02,532620.00,344916.80
100052227512,CX01,414672.00,437218.00
10000193313,CX01,496747.00,103981.00
200002628387,CX02,340590.00,273845.00
10007360150,CX01,329458.00,256663.00
200002899996,CX01,441329.00,112191.00
74061742,CX01,437968.00,369123.00
100081262409,CX01,497422.00,179627.00
100023584685,CX01,538418.00,194467.00
10013325366,CX04,654800.00,292618.00
121022329,CX01,528890.00,177032.00
72373600,CX01,434394.00,428864.00
100023410019,CX03,517767.00,175200.00
10013178876,CX04,187274.16,203454.94
10003183563,CX01,544308.00,262866.00
10013244424,CX,351630.00,426311.00
100062465361,CX02,446197.00,147974.00
100023420439,CX03,507344.00,176990.00
