uprn,class_code,x,y
10015358578,OR01,540917.27,291137.85
10015466781,OR01,613460.07,314028.00
10015365885,OR01,581153.25,230048.73
10015345626,OR01,380138.35,204199.85
10015362393,OR01,322297.37,296790.28
10015365723,OR01,416173.60,554366.55
10015373409,OR01,436917.90,333603.30
10015293534,OR01,407948.30,525894.51
10015391574,OR01,429904.98,126061.02
10015347303,OR01,545426.27,157412.35
39002139,CR02PO,353890.20,395203.40
10015413545,OR01,540156.50,185845.45
10015441105,OR01,251375.94,147578.08
10015377635,OR01,466130.50,100276.15
10015381595,OR01,471044.14,323099.89
10015842911,OR01,542628.24,209113.80
10015465442,OR01,253776.86,378012.22
10015378570,OR01,417285.80,415891.05
10015406347,OR01,516364.45,181952.35
10015844614,OR01,431350.58,333519.68
10015333141,OR01,513885.00,154906.05
10015336922,OR01,515340.15,164711.40
10015322419,OR01,323935.91,220381.62
10015319972,OR01,600309.25,225566.35
10015330438,OR01,511205.98,328178.63
10015330320,OR01,410413.10,415145.20
10015353887,OR01,550317.00,169522.60
10015361004,OR01,416264.56,601927.96
10015406696,OR01,454846.15,303191.80
10015280471,OR01,439062.70,560401.25
10015288707,OR01,487565.16,226972.25
10015453946,OR01,394081.75,222119.95
10015330437,OR01,402246.85,286102.30
10015705196,OR01,471639.59,170168.29
10015846552,OR01,446871.57,346897.31
10015407082,OR01,533251.60,161457.60
10015419231,OR01,501990.20,307474.40
10015271073,OR01,346315.26,551278.90
10015838547,OR01,453803.76,364084.33
10015365965,OR01,476132.40,172452.90
10015379168,OR01,434028.45,564238.65
10015386340,OR01,488315.90,181636.90
10015393630,OR01,395635.00,221458.75
10015476555,OR01,375378.45,399471.30
10015277573,OR01,338324.93,436794.84
10015658637,OR01,479667.55,262711.83
10015624825,OR01,500534.29,158884.11
10015462697,OR01,537215.05,208145.55
10015461850,OR01,399601.73,170060.47
10015396187,OR01,458365.80,303363.25
10015341784,OR01,284512.50,340360.50
10015442677,OR01,653874.85,291049.05
10015403220,OR01,247647.15,54145.80
10015454363,OR01,294155.33,107067.77
10015452905,OR01,573458.90,169716.45
10015455092,OR01,615446.70,245362.15
10015317301,OR01,424919.63,415333.30
10015321261,OR01,292618.05,93788.98
10015712033,OR01,454849.95,405023.76
10015414033,OR01,467943.75,167164.68
10015422052,OR01,462267.15,400791.25
10015398762,OR01,393772.95,298854.70
10015346197,OR01,448733.56,83788.84
10015844615,OR01,290639.97,181425.41
10015833266,OR01,333409.71,400404.54
10015825698,OR01,538277.50,190241.70
10015355323,OR01,310825.15,291980.70
10015388796,OR01,483728.26,118615.73
10015410510,OR01,508566.70,320382.95
10015436693,OR01,441627.15,386109.25
10015468535,OR01,428238.87,246266.98
10015428223,OR01,291141.49,73904.59
10015428674,OR01,388065.56,203876.57
10015432183,OR01,400219.01,386478.45
10015443983,OR01,367794.13,553862.98
10015451669,OR01,413662.55,416661.90
10015451100,OR01,477355.12,202687.65
10015468986,OR01,509611.52,222132.16
10015823391,OR01,570784.74,208153.34
34155042,CR02PO,524923.00,177666.00
10015325142,OR01,418654.70,511436.50
10015821948,OR01,369667.90,402016.27
10015397807,OR01,519235.35,169180.60
10015476553,OR01,446367.13,411468.37
10015604307,OR01,573392.28,155320.64
10015425634,OR01,428195.30,560868.35
10015354186,OR01,618300.40,242677.35
10015358696,OR01,293002.86,370170.42
10015357967,OR01,291593.51,137188.06
10015365535,OR01,394747.85,295274.50
10015334182,OR01,386882.90,220694.50
10015354017,OR01,468086.30,220779.90
10015365817,OR01,592219.40,210722.40
10015373836,OR01,620788.50,310566.40
10015416521,OR01,351757.57,318045.27
10015280784,OR01,527665.65,410173.40
10015357508,OR01,549579.70,173658.60
10015319521,OR01,514985.20,104021.80
10015323148,OR01,331685.40,442286.20
10015456365,OR01,431331.30,176198.13
10015462496,OR01,539519.80,137974.10
10015462045,OR01,394323.05,220798.30
10015479563,OR01,408318.64,283760.53
10015320760,OR01,521941.04,141835.65
10015434489,OR01,414744.80,131770.45
10015437819,OR01,414708.80,131131.40
10015445033,OR01,274042.82,86641.58
10015271075,OR01,589909.00,184776.90
10015275585,OR01,391629.10,124712.53
10015296078,OR01,582687.60,109711.05
10015301927,OR01,457660.50,167657.41
10015308173,OR01,428383.03,209136.40
10015307895,OR01,519360.00,244592.60
10015327208,OR01,518988.60,184058.50
10015342968,OR01,309293.02,383138.72
10015348485,OR01,268603.36,271406.89
10015276872,OR01,528440.86,126028.00
10015346264,OR01,377529.20,379837.70
10015406266,OR01,330608.99,204074.72
10015418344,OR01,391694.76,261154.63
10015355774,OR01,377704.95,386291.65
10015439369,OR01,511640.30,431440.75
10015450050,OR01,527933.75,143166.75
10015451552,OR01,338342.32,309636.65
10015449050,OR01,564749.80,172179.10
10015455729,OR01,523491.55,184947.90
10015457187,OR01,407801.05,424248.05
10015433436,OR01,608990.81,127570.63
10015461129,OR01,434771.20,337594.90
10015465972,OR01,395493.15,321060.50
10015333014,OR01,562083.55,194914.35
10015455314,OR01,593256.50,323484.37
10015450066,OR01,639531.37,291955.72
10015415869,OR01,415352.89,248154.56
10015415300,OR01,383930.56,266929.46
10015436244,OR01,467467.45,106825.45
10015443534,OR01,496113.21,242970.73
10015457070,OR01,532601.10,184989.30
10015323032,OR01,433532.29,87435.39
10015462902,OR01,417635.45,242818.72
10022930364,CR02PO,398499.00,600650.58
100012536666,CR02PO,384228.00,432762.00
10015382066,OR01,292845.50,72310.90
10015394144,OR01,521208.25,153018.55
10015405961,OR01,353884.45,430005.35
10015413980,OR01,533938.10,178688.35
10015426454,OR01,544559.75,263293.98
10015401166,OR01,497220.38,208921.49
10015405676,OR01,371523.60,355661.10
10015413244,OR01,386081.75,388706.60
10015412966,OR01,649434.47,286977.43
10015298151,OR01,437958.71,369265.60
10015313595,OR01,493774.55,176545.60
10015268916,OR01,449248.70,514239.75
10015272876,OR01,385686.61,403218.62
10015433639,OR01,342083.25,367856.60
10015441540,OR01,535152.71,352114.92
10015474229,OR01,405073.74,286253.32
100120384308,CR02PO,392148.00,221198.00
10015812773,OR01,421256.55,434551.04
10015829307,OR01,336028.88,380426.30
10015831809,OR01,444659.23,396186.69
10015294558,OR01,468257.90,289984.10
10015383045,OR01,371472.70,308837.35
10015459726,OR01,522320.85,211384.15
10015410511,OR01,416115.44,109687.54
10015664138,OR01,650661.02,304843.47
10015300252,OR01,521441.50,162209.85
10015457900,OR01,316515.35,187644.95
10015467044,OR01,520551.65,186465.55
10015269484,OR01,424461.07,497377.37
10015276774,OR01,432669.65,336427.10
10015303845,OR01,618464.59,336969.44
10015433517,OR01,331037.80,392885.80
10015446775,OR01,652401.45,296944.44
10015594609,OR01,431935.37,434796.09
10015277662,OR01,461764.90,106166.10
10015285681,OR01,422230.78,534226.32
10015383556,OR01,92473.03,10999.88
10015383105,OR01,587557.02,190915.00
10015345868,OR01,618806.10,326897.25
10015358675,OR01,440577.25,555477.30
10015405516,OR01,318460.57,293434.70
10015412806,OR01,375223.83,180798.82
10015280589,OR01,503752.65,161719.55
10015289887,OR01,389602.00,333680.40
100012828366,CR02PO,384342.00,433699.00
10015394904,OR01,439430.05,188949.39
10015320936,OR01,590485.64,166359.81
422000020508,CR02PO,392115.00,405925.00
10015335225,OR01,348824.70,339451.60
10015398251,OR01,286684.70,71214.35
10015402294,OR01,455183.95,340809.00
10015414372,OR01,378831.25,300601.89
10015619690,OR01,264056.00,194927.50
10015454755,OR01,417723.29,527818.88
10015414894,OR01,240255.00,220100.55
10015270344,OR01,410669.10,429988.50
10015381552,OR01,351633.39,529376.86
10015399265,OR01,524427.45,105591.65
10015272785,OR01,406016.25,373293.75
10015381468,OR01,173437.87,28949.16
10015352372,OR01,300605.95,381541.90
10015407394,OR01,577340.15,253460.20
10015441948,OR01,324295.68,247267.53
10015323056,OR01,530236.75,172346.30
10015463630,OR01,524775.62,153267.50
10015397093,OR01,562907.41,150211.14
10015404067,OR01,538785.27,151242.76
10015468895,OR01,352179.81,371988.22
10015342514,OR01,521640.40,191339.15
10015350533,OR01,429313.14,127712.89
10015348482,OR01,249747.61,119214.19
10015434699,OR01,385602.69,150846.83
10015445930,OR01,350670.56,109923.65
10015352758,OR01,479774.91,471120.61
10015360777,OR01,346542.05,556586.38
10015849403,OR01,447127.00,167722.69
10015383557,OR01,357242.14,124748.62
10015402609,OR01,612884.26,279163.84
10015448771,OR01,434777.50,569097.25
10015464476,OR01,176353.83,34071.61
10015464025,OR01,388583.58,358014.74
10015373398,OR01,537073.69,181495.44
10015409950,OR01,545878.90,183944.45
10015413126,OR01,413820.10,281321.40
10015400604,OR01,399286.30,651526.35
10015363791,OR01,519261.14,120426.47
10015382826,OR01,288960.09,244530.26
10015389072,OR01,388406.60,406996.20
10015342515,OR01,517709.85,466372.85
10015418333,OR01,467625.19,157769.23
10015445615,OR01,425526.37,439745.84
10015831807,OR01,335136.16,394102.93
10015369616,OR01,457102.65,306269.80
10015844036,OR01,438177.40,337922.60
10015373331,OR01,393130.95,400564.65
10015293398,OR01,545430.75,169187.15
10015479022,OR01,534090.20,178847.60
10015365557,OR01,374455.01,199501.18
10015805482,OR01,525141.67,226377.59
10015337318,OR01,398886.70,607657.54
10015327207,OR01,517989.37,111338.68
10015343245,OR01,489714.65,268366.05
10015434012,OR01,405473.35,440696.05
10015442149,OR01,331989.80,162309.80
10015441302,OR01,457029.41,299633.22
10015445812,OR01,308797.73,140156.75
10015459151,OR01,399964.20,445256.30
10015792209,OR01,458825.18,404723.84
10015448439,OR01,524605.55,222683.60
10015456458,OR01,566773.70,104888.47
10015456340,OR01,458707.23,223944.22
10015456007,OR01,526787.70,186148.80
10015464477,OR01,426929.80,329141.49
10015341021,OR01,530800.40,178380.84
10015355197,OR01,319262.88,552506.32
10015395391,OR01,361368.85,173795.05
10015399117,OR01,432680.03,455801.38
100071389194,CR02PO,410152.00,286683.00
10015269967,OR01,411042.80,286485.40
100032133303,CR02PO,451154.00,336508.00
10015354060,OR01,463946.50,153476.50
10015342967,OR01,526650.70,180954.50
10015466555,OR01,572929.10,168924.95
10015795049,OR01,333020.51,350689.21
10015323976,OR01,612760.95,136223.94
10015440697,OR01,296148.29,346580.83
10015602862,OR01,417835.51,443168.12
10015317647,OR01,451959.85,204032.34
10015325215,OR01,442048.21,143544.30
10015433309,OR01,514351.60,172151.10
10015287663,OR01,492974.33,198979.17
10015299408,OR01,342465.05,256898.39
10015431426,OR01,531232.67,179414.91
10015339737,OR01,390061.94,352255.50
10015342850,OR01,386351.22,142203.10
10015465764,OR01,462995.82,88636.42
10015333006,OR01,342271.05,118416.91
10015341476,OR01,416790.20,289389.95
10015405870,OR01,304735.95,198288.75
10015435965,OR01,427491.82,91957.37
10015456456,OR01,586164.81,228360.02
10015469263,OR01,319642.95,196227.85
10015471765,OR01,344139.19,423889.73
10015475824,OR01,314401.60,120296.56
10015421124,OR01,263729.92,53057.03
10015420846,OR01,532716.75,179317.30
10015427092,OR01,634387.34,327678.50
10015822815,OR01,389493.64,393424.02
10015299409,OR01,408150.45,413683.38
10015396657,OR01,408305.05,282894.70
10015345352,OR01,183356.82,62204.10
10015353489,OR01,475299.03,196107.90
10015325064,OR01,406495.95,295899.90
10015332354,OR01,469650.30,111359.30
10015344432,OR01,555406.33,111739.22
10015357690,OR01,446901.25,191832.40
10015305882,OR01,422861.75,562419.70
10023351909,CR02PO,232462.16,114034.76
10015382184,OR01,297020.88,113444.69
10015385514,OR01,420410.90,527911.65
10015397880,OR01,427997.83,397616.75
10015279643,OR01,405208.50,517361.40
10015287662,OR01,448290.11,326422.59
10015287211,OR01,480806.45,114602.72
10015295348,OR01,305821.34,96756.25
10015302655,OR01,591288.67,265454.28
10015609882,OR01,416523.55,547572.44
100062463514,CR02PO,458874.00,162256.00
10015380616,OR01,444969.06,512362.70
10015269729,OR01,390459.55,411620.60
10015272842,OR01,390084.05,394390.05
10015277970,OR01,388599.86,106710.56
10015358556,OR01,476917.95,263855.35
10015381433,OR01,342576.99,535245.42
10015402394,OR01,472461.35,169731.45
10015406453,OR01,502884.00,171101.80
10015290338,OR01,423495.65,304537.25
10015356281,OR01,385273.20,155028.60
10015388574,OR01,210412.13,57800.14
10015415645,OR01,367966.90,118903.50
10015469493,OR01,400470.40,299802.90
10015835629,OR01,551236.90,189162.24
10015438646,OR01,348651.82,162001.68
10015450174,OR01,411660.48,343345.85
10015352943,OR01,634606.61,291663.73
10015269030,OR01,481989.60,154327.40
10015271532,OR01,501849.49,111549.70
10015300698,OR01,584454.80,185679.35
10015605487,OR01,465862.24,103541.87
10015644372,OR01,533797.41,104856.24
10015848880,OR01,376054.94,428710.56
10015438224,OR01,311209.11,226022.83
10015410512,OR01,471427.17,135041.91
10015416480,OR01,529059.86,180622.51
10015419810,OR01,432496.75,383688.45
10015431456,OR01,340234.43,112894.67
10015452282,OR01,456079.90,342117.10
10015456459,OR01,418504.90,183123.40
10015456341,OR01,531339.50,105944.30
10015463631,OR01,519633.60,175527.00
10015308939,OR01,251856.19,147423.25
10015375422,OR01,470800.64,189816.15
10015427947,OR01,208701.64,53529.02
10015374380,OR01,300011.62,80938.59
10015377710,OR01,376982.47,316502.86
10015406690,OR01,492169.57,297350.72
10015375537,OR01,351771.55,240789.05
10015333259,OR01,360746.81,138336.16
10015276962,OR01,481720.53,205145.83
10015403787,OR01,429999.00,425115.75
10015402940,OR01,376348.70,394676.70
10015415865,OR01,637413.06,325503.77
10015422230,OR01,453141.79,411773.42
60013960,CR02PO,522966.00,105722.00
10015421329,OR01,445832.50,167846.27
10015403094,OR01,520214.45,189416.75
10015421733,OR01,376325.20,398328.40
10015380823,OR01,534511.45,194180.20
10015476104,OR01,496778.20,144497.41
10015475826,OR01,367885.75,431403.11
10015285554,OR01,292679.85,63473.40
10015380739,OR01,405391.05,288531.85
10010629665,CR02PO,435195.78,334895.82
10015467034,OR01,421145.52,343657.70
10015338359,OR01,170457.30,41592.25
10015346331,OR01,627521.10,237943.55
10015361640,OR01,262865.76,222175.39
10015387039,OR01,548652.05,173628.30
10015385914,OR01,324481.92,189354.55
10015401636,OR01,376107.40,95251.80
10015346041,OR01,458495.75,102403.70
10015310674,OR01,387260.40,396643.00
12000287,CR02PO,512801.00,181246.00
10015300051,OR01,443750.80,233123.94
10015784638,OR01,407034.89,427062.70
10015434371,OR01,225581.10,251052.90
10015433642,OR01,507441.90,195524.90
10015432913,OR01,482403.87,267175.36
10015441328,OR01,421188.75,440163.65
10015424207,OR01,529109.56,181288.64
10015307444,OR01,454239.55,227880.31
10015315463,OR01,250667.61,211990.01
10015328270,OR01,416737.95,287439.25
10015327541,OR01,530264.60,182481.30
10015336965,OR01,530795.60,180921.60
10015345880,OR01,351723.30,116961.70
10015332728,OR01,622731.70,310670.25
10015405537,OR01,624012.38,221723.37
10015418795,OR01,413974.31,550388.80
10015388343,OR01,250882.99,143653.64
10015390845,OR01,527444.35,185015.85
10015334947,OR01,252030.17,251952.55
10015473150,OR01,525114.45,223105.65
10015393673,OR01,622716.15,136398.75
10015418127,OR01,277237.58,66896.49
10015292100,OR01,386252.55,234569.93
10015465937,OR01,639600.40,167113.90
10015405618,OR01,616502.12,254199.29
10015406680,OR01,459682.35,302324.05
10015419154,OR01,430391.24,240169.48
10015422385,OR01,615998.20,229089.00
10015421656,OR01,416426.93,509850.21
10015856809,OR01,519957.63,243574.88
10015329967,OR01,522827.60,192453.15
10015337769,OR01,424275.66,540115.22
10015323599,OR01,440098.30,390827.25
10015347304,OR01,545884.85,163957.65
10015351264,OR01,393465.10,399038.55
10015439251,OR01,454680.25,402476.64
10015446208,OR01,232998.20,74486.82
10015467170,OR01,320614.02,366872.01
10015443984,OR01,367333.90,171751.25
10015464026,OR01,330101.75,366426.00
10015643643,OR01,330851.72,188118.16
10015651329,OR01,512398.55,185757.34
10015675936,OR01,417183.78,427947.97
10015465639,OR01,625310.66,340336.55
10015365831,OR01,391515.40,397961.35
100091252036,CR02PO,556558.00,203716.00
10015433740,OR01,541273.45,171445.80
10015380423,OR01,407097.11,101209.35
10015468536,OR01,338926.35,276807.47
10015403671,OR01,520739.76,271043.43
10015410628,OR01,502345.20,249930.40
10015726003,OR01,532755.79,181069.75
10015321379,OR01,422176.38,175937.33
10015339734,OR01,349990.15,311446.20
10015355439,OR01,334763.62,230825.65
10015329313,OR01,349102.65,258555.23
10015812439,OR01,563880.81,191091.67
10015697159,OR01,391901.85,373261.45
10015474893,OR01,457283.40,342639.25
10015400948,OR01,464380.09,320904.34
10015353036,OR01,369276.65,304010.35
10015857422,OR01,273991.48,66125.65
10015371361,OR01,247993.75,58027.35
10015391576,OR01,482800.93,360092.93
10015471766,OR01,317944.25,181378.10
10015424164,OR01,425981.51,97134.36
10015435964,OR01,459779.84,221707.91
10015450822,OR01,395465.01,265811.61
10015456006,OR01,458166.05,162234.58
10015456790,OR01,611240.35,166296.40
10015426363,OR01,364556.80,123830.80
10015859740,OR01,396907.62,187844.66
10015364806,OR01,397193.35,93435.00
10015299742,OR01,547425.45,166021.30
10015302657,OR01,434975.80,456657.85
10015303386,OR01,522807.95,178548.90
10015307896,OR01,246664.25,56248.15
10015337333,OR01,520566.75,229720.40
10015316316,OR01,378640.65,345557.06
10015352000,OR01,395865.30,228025.00
100091630144,CR02PO,615888.00,216317.00
10008885450,CR02PO,480988.00,105084.00
10015416146,OR01,496462.97,151138.35
10015427946,OR01,220134.27,102435.45
10015602545,OR01,468193.49,107291.93
10015659594,OR01,525227.04,182499.36
10015848119,OR01,341384.95,408154.84
10015413690,OR01,524252.20,173493.20
10015413357,OR01,498862.10,328632.73
10015366597,OR01,520447.00,174532.80
10015442159,OR01,475881.83,175442.69
10015441312,OR01,395160.74,269702.82
10015479573,OR01,517675.40,163352.55
10015280283,OR01,532795.05,187323.95
10015293090,OR01,529609.80,180931.90
10015304574,OR01,422623.63,142521.94
10015419270,OR01,439845.76,84018.24
10015421772,OR01,349377.90,405817.90
10015446324,OR01,391119.00,415169.90
10015459249,OR01,439968.05,113735.48
10015280442,OR01,485735.95,287049.70
10015286077,OR01,309645.45,137187.98
10015293367,OR01,363745.12,369763.15
10015292520,OR01,412314.57,632016.50
10015305129,OR01,431398.44,533763.78
10015316929,OR01,416927.18,276869.81
10015372710,OR01,332901.20,428189.10
10015322754,OR01,377761.35,386675.55
10015343698,OR01,330559.50,384293.25
10015347306,OR01,509037.71,293133.61
10015350537,OR01,588946.75,164036.45
10015351266,OR01,265975.22,280181.50
10015833041,OR01,548650.63,185884.24
10015473811,OR01,394395.80,296795.15
10015363795,OR01,614980.25,157837.00
10015367403,OR01,651832.10,306011.45
10015371363,OR01,441129.91,265164.91
10015387618,OR01,476763.74,262267.47
10015391578,OR01,373599.11,402928.71
10015408461,OR01,239061.26,57521.72
10015827163,OR01,337831.80,390834.46
10015833157,OR01,426276.70,565152.39
10015354172,OR01,509798.30,153560.90
10015357502,OR01,518298.60,174680.05
10015373540,OR01,523270.95,169699.04
10015380830,OR01,528967.55,175584.50
10015413536,OR01,605206.20,245519.62
10015421104,OR01,532519.80,213709.95
10015427072,OR01,425569.33,135944.91
10015409313,OR01,383779.05,161631.42
10015393037,OR01,533564.50,125207.20
10015308218,OR01,261691.77,212122.60
10015309825,OR01,438156.73,267436.63
10015313785,OR01,430492.00,566787.10
10015338337,OR01,343267.49,533072.86
10015399475,OR01,344890.09,243684.73
10015459117,OR01,365186.41,387548.87
10015463077,OR01,477227.60,331135.07
10015462799,OR01,487915.30,180235.25
10015461952,OR01,584545.05,263713.95
10015543267,OR01,485994.43,106388.89
10015830646,OR01,427916.38,566664.59
10015843453,OR01,436281.96,293639.07
10015456791,OR01,543568.30,210045.15
10015462901,OR01,457313.55,303595.45
10015320658,OR01,448610.45,418815.60
10015332736,OR01,350790.15,240518.50
10015453406,OR01,521754.15,166120.10
10015457916,OR01,248196.31,130435.89
10015461876,OR01,389131.75,398238.85
10015423888,OR01,520477.45,187137.10
10015432185,OR01,512927.04,129917.05
10015451553,OR01,338718.59,317219.44
10015456008,OR01,324731.47,143263.65
10015287664,OR01,557458.50,137732.95
10015390085,OR01,638107.60,167765.00
10015393415,OR01,574230.50,144651.99
10015399383,OR01,425021.80,440764.80
10015402298,OR01,515446.47,309727.34
10015434473,OR01,312755.04,545517.10
10015477738,OR01,257379.05,112379.70
10015477620,OR01,449730.80,228646.80
10015273476,OR01,505616.61,288272.30
10015782826,OR01,434082.60,433906.30
10015847316,OR01,604864.77,257172.25
10015353621,OR01,417133.77,291038.10
10015426682,OR01,459003.73,237320.09
10015453736,OR01,589942.13,191844.23
10015455194,OR01,338383.59,162797.27
10015848125,OR01,555595.85,369270.76
10015313913,OR01,419914.20,567193.40
10015351265,OR01,252005.41,339287.92
10015359834,OR01,501802.65,484158.45
10015364072,OR01,434745.72,371573.58
10015367402,OR01,408613.00,267289.80
10015404068,OR01,505723.55,177733.10
10015403221,OR01,465530.99,205103.94
10015270570,OR01,530717.70,187238.75
10015836241,OR01,361679.94,247682.12
10015398745,OR01,333045.00,159413.10
10015406781,OR01,563966.98,133509.02
10015422486,OR01,530372.09,150523.07
10015426996,OR01,357806.09,179344.99
10015438623,OR01,584348.11,249618.99
10015479213,OR01,534718.65,176795.40
10015602512,OR01,416332.00,603358.26
10015358585,OR01,320189.61,344658.74
10015357856,OR01,440365.10,555126.85
10015381129,OR01,638067.75,164994.50
10015386368,OR01,424387.35,94992.45
10015394387,OR01,543256.00,189438.70
10015400965,OR01,367886.52,181340.29
10015418678,OR01,359061.18,223215.53
10015280353,OR01,453232.18,198763.95
10015310162,OR01,633735.80,157957.10
10015408460,OR01,527193.03,217237.41
